@relation 'student-mat-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R3-weka.filters.unsupervised.attribute.Remove-R1,6,21,30-weka.filters.unsupervised.attribute.NumericToNominal-R5-weka.filters.unsupervised.attribute.NumericToNominal-R6-weka.filters.unsupervised.attribute.NumericToNominal-R11-weka.filters.unsupervised.attribute.NumericToNominal-R12-weka.filters.unsupervised.attribute.NumericToNominal-R13-weka.filters.unsupervised.attribute.NumericToNominal-R21-weka.filters.unsupervised.attribute.NumericToNominal-R22-weka.filters.unsupervised.attribute.NumericToNominal-R23-weka.filters.unsupervised.attribute.NumericToNominal-R24-weka.filters.unsupervised.attribute.NumericToNominal-R25-weka.filters.unsupervised.attribute.NumericToNominal-R26-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R27-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R28-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R29-weka.filters.unsupervised.attribute.Discretize-B2-M-1.0-R29-unset-class-temporarily'

@attribute sex {F,M}
@attribute age {Teen,Young_Adult,Adult}
@attribute address {Urban,Rural}
@attribute famsize {GT3,LE3}
@attribute Medu {0,1,2,3,4}
@attribute Fedu {0,1,2,3,4}
@attribute Mjob {at_home,health,other,services,teacher}
@attribute Fjob {teacher,other,services,health,at_home}
@attribute reason {course,other,home,reputation}
@attribute guardian {mother,father,other}
@attribute traveltime {1,2,3,4}
@attribute studytime {1,2,3,4}
@attribute failures {0,1,2,3}
@attribute schoolsup {yes,no}
@attribute famsup {no,yes}
@attribute paid {no,yes}
@attribute activities {no,yes}
@attribute nursery {yes,no}
@attribute internet {no,yes}
@attribute romantic {no,yes}
@attribute famrel {1,2,3,4,5}
@attribute freetime {1,2,3,4,5}
@attribute goout {1,2,3,4,5}
@attribute Dalc {1,2,3,4,5}
@attribute Walc {1,2,3,4,5}
@attribute health {1,2,3,4,5}
@attribute G1 {Fail,Pass}
@attribute G2 {Fail,Pass}
@attribute G3 {Fail,Pass}

@data
F,Young_Adult,Rural,GT3,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,no,no,5,2,5,1,5,4,Fail,Fail,Fail
M,Teen,Rural,GT3,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,no,no,4,2,2,1,2,3,Pass,Pass,Pass
M,Teen,Urban,GT3,3,3,other,services,course,father,1,2,1,no,yes,yes,no,yes,yes,yes,4,5,5,4,4,5,Fail,Pass,Pass
M,Teen,Rural,LE3,2,1,at_home,other,course,mother,2,1,2,no,no,no,yes,yes,yes,yes,3,3,2,2,2,5,Fail,Fail,Fail
M,Teen,Rural,GT3,3,2,other,other,course,mother,2,2,2,yes,yes,no,no,yes,yes,yes,4,4,4,1,4,3,Fail,Fail,Fail
M,Teen,Urban,LE3,1,2,other,other,course,mother,2,1,1,no,no,no,yes,yes,no,no,4,4,4,2,4,5,Fail,Fail,Fail
M,Teen,Urban,GT3,1,3,at_home,services,course,father,1,1,0,no,no,no,no,yes,yes,no,5,3,3,1,4,2,Fail,Pass,Fail
M,Teen,Rural,LE3,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,yes,5,3,5,1,5,5,Fail,Fail,Fail
M,Teen,Urban,GT3,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,4,5,2,1,1,2,Pass,Pass,Pass
M,Teen,Urban,GT3,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,yes,no,4,3,5,2,4,4,Fail,Pass,Fail
F,Teen,Urban,GT3,4,2,health,services,home,father,1,2,0,no,no,yes,no,yes,yes,yes,4,2,3,1,1,3,Pass,Pass,Pass
F,Teen,Urban,GT3,2,2,other,other,home,mother,1,2,0,no,yes,yes,no,no,yes,no,5,1,5,1,1,4,Fail,Fail,Fail
F,Teen,Urban,GT3,4,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,4,2,1,1,3,Pass,Pass,Pass
M,Teen,Urban,GT3,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,no,3,4,5,2,4,2,Fail,Fail,Fail
M,Teen,Urban,GT3,1,0,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,1,3,Pass,Pass,Pass
M,Teen,Urban,LE3,4,4,teacher,other,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,4,4,4,1,3,5,Pass,Pass,Fail
F,Teen,Urban,GT3,1,3,at_home,services,home,mother,1,2,3,no,no,no,yes,no,yes,yes,4,3,5,1,1,3,Fail,Fail,Fail
F,Teen,Urban,LE3,3,3,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,no,4,4,5,1,1,4,Fail,Pass,Fail
M,Teen,Urban,LE3,4,3,teacher,other,course,mother,2,2,0,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,Fail,Fail,Fail
F,Teen,Urban,GT3,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,no,3,4,4,1,4,5,Pass,Pass,Pass
M,Teen,Urban,GT3,3,3,other,other,reputation,father,1,2,0,no,no,no,yes,no,yes,no,4,3,4,1,4,4,Fail,Fail,Fail
M,Teen,Rural,GT3,4,2,teacher,services,other,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,3,3,3,4,3,Fail,Fail,Fail
M,Teen,Urban,GT3,4,3,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,2,3,1,1,2,Fail,Pass,Pass
M,Teen,Urban,GT3,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,Fail,Fail,Fail
M,Teen,Urban,GT3,3,3,services,other,home,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,Pass,Pass,Pass
F,Teen,Urban,GT3,2,4,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,no,no,5,4,2,2,3,5,Pass,Pass,Pass
F,Teen,Urban,LE3,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,3,3,2,3,1,Fail,Fail,Fail
F,Teen,Urban,GT3,3,2,other,other,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,1,2,2,1,2,1,Pass,Pass,Pass
M,Teen,Urban,GT3,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,3,4,2,3,4,Pass,Pass,Pass
M,Teen,Urban,GT3,1,2,services,services,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,3,3,3,1,2,3,Fail,Pass,Pass
M,Teen,Urban,LE3,2,1,other,other,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,Pass,Pass,Pass
F,Teen,Urban,GT3,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,3,3,3,1,3,3,Fail,Fail,Fail
M,Teen,Rural,GT3,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,no,no,3,1,3,1,5,3,Fail,Fail,Fail
F,Teen,Urban,GT3,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,4,3,3,1,1,2,Fail,Pass,Pass
F,Teen,Urban,GT3,1,1,at_home,services,course,mother,1,2,0,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,Fail,Fail,Fail
M,Teen,Urban,GT3,1,2,at_home,services,other,other,2,2,0,no,no,yes,yes,no,yes,no,4,4,4,4,5,5,Fail,Fail,Fail
M,Teen,Rural,GT3,3,3,services,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,3,2,3,4,5,Fail,Fail,Fail
M,Teen,Urban,GT3,2,3,other,other,home,father,2,1,0,no,no,no,no,yes,yes,no,5,3,3,1,1,3,Pass,Pass,Pass
F,Teen,Urban,LE3,2,4,services,services,course,father,1,2,0,no,no,no,yes,yes,yes,yes,4,3,2,1,1,5,Pass,Pass,Pass
M,Teen,Urban,GT3,4,4,services,teacher,home,mother,1,1,0,no,no,no,no,yes,yes,no,5,2,3,1,2,5,Pass,Pass,Pass
M,Teen,Rural,LE3,3,3,teacher,other,home,father,3,1,0,no,yes,yes,yes,yes,yes,no,3,3,4,3,5,3,Fail,Fail,Fail
F,Teen,Urban,GT3,4,4,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,no,4,2,4,2,3,2,Pass,Pass,Pass
F,Teen,Urban,LE3,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,5,2,1,2,3,Fail,Fail,Fail
F,Teen,Urban,GT3,4,3,health,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,3,5,1,5,2,Pass,Pass,Pass
F,Teen,Urban,GT3,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,no,no,4,4,3,1,3,4,Fail,Pass,Fail
F,Teen,Urban,GT3,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,no,no,4,4,4,1,3,1,Fail,Fail,Fail
F,Teen,Rural,GT3,2,2,other,other,reputation,mother,1,1,0,no,yes,no,no,yes,yes,no,5,3,2,1,2,3,Fail,Fail,Fail
F,Teen,Rural,GT3,2,2,services,services,reputation,mother,2,4,0,no,yes,yes,yes,no,yes,no,5,3,5,1,1,5,Fail,Pass,Pass
F,Teen,Urban,GT3,3,4,at_home,services,home,mother,1,3,1,no,yes,yes,no,yes,yes,yes,4,4,3,3,4,5,Fail,Fail,Fail
F,Teen,Urban,GT3,3,1,services,other,course,mother,1,2,3,no,yes,yes,no,yes,yes,no,2,3,3,2,2,4,Fail,Fail,Fail
F,Teen,Urban,GT3,4,3,teacher,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,Fail,Pass,Pass
F,Teen,Urban,GT3,1,1,at_home,other,home,mother,2,1,0,no,yes,yes,no,yes,no,no,4,3,2,1,4,5,Fail,Fail,Fail
F,Teen,Rural,GT3,4,3,teacher,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,4,4,2,1,1,4,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,2,3,Fail,Fail,Fail
M,Teen,Urban,LE3,4,4,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,3,5,4,5,3,Pass,Pass,Pass
F,Teen,Urban,GT3,2,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,no,3,3,4,1,1,4,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,2,2,services,other,home,mother,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,4,2,4,5,Fail,Fail,Fail
F,Teen,Rural,LE3,4,4,services,other,other,mother,1,1,0,no,yes,yes,no,yes,no,no,5,2,1,1,2,3,Fail,Pass,Fail
F,Teen,Urban,LE3,3,2,other,other,reputation,mother,2,2,0,no,no,yes,no,yes,yes,no,4,4,4,1,3,1,Pass,Pass,Pass
F,Teen,Urban,GT3,4,3,other,other,reputation,mother,1,2,2,no,no,yes,no,yes,yes,yes,3,4,5,2,4,1,Fail,Fail,Fail
M,Young_Adult,Urban,LE3,3,3,services,health,home,father,1,2,1,no,yes,yes,no,yes,yes,no,3,2,4,2,4,4,Fail,Fail,Fail
F,Teen,Urban,GT3,2,3,at_home,other,home,father,2,1,0,no,yes,yes,no,yes,no,no,3,3,3,1,4,3,Fail,Fail,Fail
F,Teen,Urban,GT3,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,Fail,Pass,Fail
F,Teen,Rural,GT3,2,1,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,2,5,1,2,5,Fail,Fail,Fail
F,Teen,Urban,GT3,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,no,yes,4,3,4,1,1,5,Fail,Fail,Fail
F,Teen,Urban,GT3,2,3,services,teacher,other,mother,1,2,0,yes,no,no,no,yes,yes,no,2,3,1,1,1,3,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,2,2,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,3,3,5,5,4,Pass,Pass,Pass
F,Teen,Urban,GT3,4,4,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,no,5,3,2,1,1,5,Pass,Pass,Pass
F,Young_Adult,Rural,GT3,3,1,other,other,reputation,mother,1,2,1,no,no,no,yes,yes,yes,yes,5,3,3,1,1,4,Fail,Fail,Fail
F,Teen,Urban,GT3,3,2,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,no,5,3,4,1,3,3,Pass,Pass,Pass
M,Teen,Urban,LE3,2,3,services,services,reputation,father,1,2,0,no,yes,yes,no,no,yes,no,5,3,3,1,3,3,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,2,1,at_home,other,course,mother,4,2,0,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,Fail,Fail,Fail
F,Teen,Urban,GT3,2,1,other,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,Pass,Pass,Pass
F,Teen,Urban,LE3,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,3,2,3,1,2,3,Pass,Pass,Pass
M,Teen,Rural,GT3,2,2,other,other,course,father,2,2,0,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,Fail,Pass,Pass
M,Teen,Urban,GT3,4,4,teacher,teacher,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,4,5,5,1,3,2,Fail,Fail,Fail
M,Teen,Urban,GT3,4,4,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,Pass,Pass,Pass
M,Teen,Urban,LE3,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,4,2,1,1,5,Fail,Fail,Fail
M,Teen,Urban,GT3,3,2,at_home,other,reputation,mother,2,3,0,no,no,no,yes,yes,yes,yes,5,3,3,1,3,2,Fail,Fail,Fail
M,Teen,Urban,LE3,2,2,other,other,home,father,1,2,0,no,no,yes,yes,no,yes,yes,4,4,2,5,5,4,Pass,Pass,Pass
F,Teen,Urban,GT3,2,1,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,4,5,2,1,1,5,Pass,Pass,Pass
F,Teen,Rural,GT3,2,1,at_home,services,course,mother,3,2,0,no,no,no,yes,yes,no,no,2,1,1,1,1,3,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,2,2,other,services,reputation,father,1,2,1,no,no,no,no,yes,yes,no,5,5,4,3,5,2,Fail,Fail,Fail
M,Teen,Urban,LE3,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,2,5,5,1,4,5,Pass,Pass,Pass
M,Teen,Rural,LE3,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,3,3,2,3,4,Fail,Pass,Pass
M,Teen,Urban,LE3,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,no,5,4,5,1,1,3,Fail,Fail,Fail
M,Teen,Urban,GT3,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,no,5,3,2,1,2,5,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,4,4,4,1,1,3,Fail,Fail,Fail
M,Teen,Urban,GT3,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,no,4,3,3,1,1,4,Pass,Pass,Pass
M,Teen,Urban,GT3,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,no,5,2,2,1,1,2,Pass,Pass,Pass
M,Adult,Urban,GT3,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,yes,yes,5,4,5,5,5,1,Fail,Fail,Fail
M,Young_Adult,Rural,LE3,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,4,3,3,1,3,5,Fail,Fail,Fail
M,Teen,Urban,GT3,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,no,4,3,2,2,4,5,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,yes,no,4,4,5,2,4,5,Fail,Fail,Fail
M,Teen,Urban,GT3,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,no,5,3,3,1,3,2,Fail,Pass,Fail
M,Young_Adult,Urban,GT3,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,yes,no,3,2,5,2,5,5,Fail,Fail,Fail
M,Teen,Rural,GT3,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,no,no,3,3,2,1,3,3,Fail,Fail,Fail
M,Teen,Rural,GT3,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,no,4,4,2,2,4,5,Fail,Pass,Pass
M,Teen,Urban,LE3,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,no,4,4,4,1,2,5,Fail,Fail,Fail
F,Teen,Urban,LE3,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,4,3,1,1,1,1,Fail,Pass,Pass
M,Young_Adult,Urban,GT3,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,no,5,2,4,1,2,4,Pass,Pass,Pass
F,Teen,Urban,LE3,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,3,1,2,1,3,2,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,4,3,2,1,1,3,Fail,Fail,Fail
M,Young_Adult,Rural,GT3,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,no,no,5,3,2,1,1,3,Pass,Pass,Pass
F,Teen,Urban,GT3,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,no,no,3,2,3,1,1,4,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,Fail,Pass,Fail
M,Young_Adult,Rural,LE3,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,Pass,Pass,Pass
M,Teen,Urban,GT3,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,Fail,Fail,Fail
F,Young_Adult,Rural,GT3,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,Fail,Fail,Fail
F,Young_Adult,Rural,GT3,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,5,1,2,3,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,Pass,Pass,Pass
F,Young_Adult,Urban,LE3,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,no,no,4,4,3,1,1,3,Fail,Pass,Pass
M,Teen,Rural,GT3,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,no,yes,3,5,2,2,2,1,Pass,Pass,Pass
F,Teen,Urban,GT3,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,4,3,3,1,1,1,Fail,Pass,Fail
F,Teen,Urban,LE3,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,4,4,4,2,3,5,Pass,Pass,Pass
F,Young_Adult,Rural,GT3,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,yes,yes,4,1,1,1,1,5,Fail,Fail,Fail
M,Young_Adult,Urban,GT3,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,2,4,4,1,1,4,Fail,Fail,Fail
M,Young_Adult,Urban,LE3,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,Fail,Pass,Fail
M,Teen,Urban,LE3,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,Fail,Fail,Fail
M,Teen,Urban,LE3,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,no,4,4,4,3,4,3,Fail,Fail,Fail
F,Young_Adult,Rural,LE3,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,no,no,5,2,2,1,1,3,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,no,5,4,4,1,1,4,Fail,Fail,Fail
F,Teen,Urban,GT3,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,no,5,4,5,1,2,5,Fail,Fail,Pass
M,Teen,Urban,GT3,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,no,4,3,3,1,2,4,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,2,2,Pass,Pass,Pass
F,Teen,Urban,GT3,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,Pass,Pass,Pass
F,Teen,Urban,GT3,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,no,4,2,2,1,2,3,Pass,Pass,Pass
F,Young_Adult,Urban,LE3,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,5,4,3,1,1,5,Pass,Pass,Pass
F,Teen,Rural,LE3,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,no,no,3,1,2,1,1,3,Pass,Pass,Pass
M,Young_Adult,Rural,LE3,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,Pass,Pass,Pass
M,Teen,Urban,GT3,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,no,4,4,3,1,3,5,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,Fail,Fail,Fail
F,Young_Adult,Urban,LE3,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,4,4,5,1,2,2,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,Pass,Pass,Pass
M,Young_Adult,Urban,LE3,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,1,4,2,2,2,1,Pass,Pass,Pass
F,Young_Adult,Urban,LE3,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,2,4,1,1,4,Pass,Pass,Pass
M,Teen,Urban,LE3,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,no,4,1,1,2,2,5,Fail,Pass,Fail
F,Teen,Urban,GT3,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,no,4,3,3,1,1,3,Pass,Pass,Pass
F,Teen,Urban,GT3,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,no,5,2,2,1,2,5,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,4,4,4,1,1,3,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,Pass,Pass,Pass
M,Adult,Urban,GT3,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,no,no,5,5,3,1,1,5,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,4,3,4,1,1,4,Fail,Fail,Fail
M,Young_Adult,Rural,GT3,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,no,yes,4,5,3,1,2,5,Pass,Pass,Pass
F,Young_Adult,Urban,LE3,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,no,4,4,3,1,3,3,Pass,Pass,Fail
F,Young_Adult,Urban,LE3,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,no,yes,4,2,4,2,2,3,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,yes,yes,3,4,1,1,1,2,Pass,Pass,Pass
M,Young_Adult,Urban,GT3,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,no,4,5,2,2,2,4,Pass,Pass,Pass
F,Young_Adult,Urban,LE3,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,4,2,2,1,2,1,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,4,1,2,1,1,3,Pass,Pass,Pass
F,Young_Adult,Rural,GT3,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,Pass,Pass,Pass
F,Young_Adult,Urban,GT3,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,Fail,Fail,Fail
F,Young_Adult,Urban,GT3,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,Fail,Pass,Fail
F,Teen,Rural,GT3,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,no,4,3,4,2,5,5,Fail,Pass,Fail
F,Young_Adult,Urban,GT3,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,no,4,4,4,3,3,5,Fail,Pass,Pass
F,Teen,Urban,GT3,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,5,2,2,1,2,5,Pass,Pass,Pass
F,Teen,Urban,GT3,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,yes,4,2,2,1,1,3,Fail,Fail,Fail
F,Teen,Rural,LE3,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,Fail,Pass,Pass
F,Teen,Urban,GT3,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,no,3,4,3,2,3,5,Pass,Pass,Pass
F,Teen,Urban,LE3,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,no,3,3,3,2,3,2,Pass,Pass,Pass
